chr	start	stop	TargetGene	E11	E12	E13	E14	E16	P0	Adult
chr1	119328843	119330085	Gli2	587	123	295	211	221	56	51
chr1	119328843	119330085	Insig2	587	123	295	211	221	56	51
chr1	119328843	119330085	Nifk	587	123	295	211	221	56	51
chr1	119328843	119330085	Ptpn4	587	123	295	211	221	56	51
chr1	119328843	119330085	Ralb	587	123	295	211	221	56	51
chr1	119328843	119330085	Steap3	587	123	295	211	221	56	51
chr1	119328843	119330085	Tmem177	587	123	295	211	221	56	51
chr1	119328843	119330085	Tmem185b	587	123	295	211	221	56	51
chr1	119328843	119330085	Tmem37	587	123	295	211	221	56	51
chr1	119328843	119330085	Tsn	587	123	295	211	221	56	51
chr1	119388581	119389541	Ptpn4	358	97	219	233	280	69	98
chr1	119388581	119389541	Ralb	358	97	219	233	280	69	98
chr1	119388581	119389541	Steap3	358	97	219	233	280	69	98
chr1	119388581	119389541	Tmem185b	358	97	219	233	280	69	98
chr1	119407612	119408349	Ralb	160	26	92	117	92	20	7
chr1	119531791	119532677	Ralb	33	16	32	40	36	18	11
chr1	119531791	119532677	Tmem185b	33	16	32	40	36	18	11
chr1	119533356	119533856	Tmem185b	35	15	40	57	64	13	29
chr1	119837839	119838339	Ptpn4	100	22	34	51	67	29	19
chr1	119837839	119838339	Tmem177	100	22	34	51	67	29	19
chr1	119894965	119895465	Tmem177	70	18	66	69	95	29	56
chr1	119899661	119900161	Tmem177	111	20	101	94	109	33	39
chr1	119902446	119903339	Epb41l5	237	64	178	158	180	75	65
chr1	119902446	119903339	Ptpn4	237	64	178	158	180	75	65
chr1	119902446	119903339	Tmem177	237	64	178	158	180	75	65
chr1	119902446	119903339	Tmem37	237	64	178	158	180	75	65
chr1	120032613	120033521	Tmem37	146	32	81	69	88	19	68
chr1	120115261	120116040	3110009E18Rik	116	45	94	123	124	29	51
chr1	120115261	120116040	Dbi	116	45	94	123	124	29	51
chr1	120115261	120116040	Epb41l5	116	45	94	123	124	29	51
chr1	120115261	120116040	Ptpn4	116	45	94	123	124	29	51
chr1	120115261	120116040	Steap3	116	45	94	123	124	29	51
chr1	120115261	120116040	Tmem177	116	45	94	123	124	29	51
chr1	120115261	120116040	Tmem37	116	45	94	123	124	29	51
chr1	120171306	120172278	Steap3	64	36	87	84	78	26	36
chr1	120186143	120187872	3110009E18Rik	331	94	217	208	249	71	52
chr1	120186143	120187872	Dbi	331	94	217	208	249	71	52
chr1	120186143	120187872	Steap3	331	94	217	208	249	71	52
chr1	120186143	120187872	Tmem37	331	94	217	208	249	71	52
chr1	120197152	120198055	Steap3	111	33	76	69	53	19	87
chr1	120264702	120265558	Steap3	218	51	123	106	145	62	54
chr1	120264702	120265558	Tmem37	218	51	123	106	145	62	54
chr1	120321449	120321949	Steap3	50	21	40	42	38	20	16
chr1	120342158	120342864	Steap3	180	48	103	111	148	42	43
chr1	121176856	121177959	Insig2	314	84	191	108	117	37	12
chr1	12409698	12411266	Sulf1	161	43	91	138	145	59	19
chr1	12576531	12577752	Sulf1	402	63	192	142	156	54	30
chr1	12688594	12689949	Sulf1	390	68	167	174	163	52	22
chr1	12693218	12693718	Sulf1	88	32	58	56	73	29	25
chr1	12704227	12704977	Sulf1	115	45	119	131	102	23	11
chr1	12710831	12711637	Sulf1	309	60	147	99	87	18	22
chr1	12718004	12718853	Sulf1	378	85	149	147	142	42	97
chr1	12835249	12837376	Sulf1	590	129	305	222	344	110	92
chr1	131970728	131971696	Lemd1	606	91	270	274	195	36	16
chr1	131970728	131971696	Mdm4	606	91	270	274	195	36	16
chr1	132190613	132192598	Atp2b4	590	108	201	191	216	61	95
chr1	132190613	132192598	Fmod	590	108	201	191	216	61	95
chr1	132190613	132192598	Lemd1	590	108	201	191	216	61	95
chr1	132190613	132192598	Mdm4	590	108	201	191	216	61	95
chr1	132190613	132192598	Optc	590	108	201	191	216	61	95
chr1	132322558	132323563	Atp2b4	376	74	207	253	254	80	86
chr1	132322558	132323563	Fmod	376	74	207	253	254	80	86
chr1	132322558	132323563	Lemd1	376	74	207	253	254	80	86
chr1	132322558	132323563	Mdm4	376	74	207	253	254	80	86
chr1	132322558	132323563	Optc	376	74	207	253	254	80	86
chr1	132581664	132582938	Lemd1	695	132	387	410	397	116	115
chr1	133079433	133080711	Atp2b4	658	127	307	284	268	50	26
chr1	133079433	133080711	Fmod	658	127	307	284	268	50	26
chr1	133079433	133080711	Lemd1	658	127	307	284	268	50	26
chr1	133079433	133080711	Mdm4	658	127	307	284	268	50	26
chr1	133079433	133080711	Optc	658	127	307	284	268	50	26
chr1	133180991	133183471	Atp2b4	842	154	360	366	446	88	141
chr1	133180991	133183471	Fmod	842	154	360	366	446	88	141
chr1	133180991	133183471	Kif14	842	154	360	366	446	88	141
chr1	133180991	133183471	Lemd1	842	154	360	366	446	88	141
chr1	133180991	133183471	Mdm4	842	154	360	366	446	88	141
chr1	133180991	133183471	Optc	842	154	360	366	446	88	141
chr1	133187463	133188753	Atp2b4	783	134	430	376	353	88	117
chr1	133187463	133188753	Fmod	783	134	430	376	353	88	117
chr1	133187463	133188753	Lemd1	783	134	430	376	353	88	117
chr1	133187463	133188753	Mdm4	783	134	430	376	353	88	117
chr1	133187463	133188753	Optc	783	134	430	376	353	88	117
chr1	133491676	133493715	Atp2b4	1112	230	516	396	501	174	179
chr1	133491676	133493715	Fmod	1112	230	516	396	501	174	179
chr1	133491676	133493715	Kif14	1112	230	516	396	501	174	179
chr1	133491676	133493715	Lemd1	1112	230	516	396	501	174	179
chr1	133491676	133493715	Mdm4	1112	230	516	396	501	174	179
chr1	133491676	133493715	Optc	1112	230	516	396	501	174	179
chr1	134060763	134061630	Atp2b4	390	70	187	173	195	69	158
chr1	134060763	134061630	Dennd1b	390	70	187	173	195	69	158
chr1	134060763	134061630	Fmod	390	70	187	173	195	69	158
chr1	134060763	134061630	Kif14	390	70	187	173	195	69	158
chr1	134060763	134061630	Lemd1	390	70	187	173	195	69	158
chr1	134060763	134061630	Mdm4	390	70	187	173	195	69	158
chr1	134060763	134061630	Optc	390	70	187	173	195	69	158
chr1	134062694	134063862	Atp2b4	461	89	222	229	348	89	143
chr1	134062694	134063862	Dennd1b	461	89	222	229	348	89	143
chr1	134062694	134063862	Fmod	461	89	222	229	348	89	143
chr1	134062694	134063862	Kif14	461	89	222	229	348	89	143
chr1	134062694	134063862	Lemd1	461	89	222	229	348	89	143
chr1	134062694	134063862	Mdm4	461	89	222	229	348	89	143
chr1	134062694	134063862	Optc	461	89	222	229	348	89	143
chr1	136344969	136346434	Cfh	166	38	99	65	67	23	19
chr1	136344969	136346434	Dennd1b	166	38	99	65	67	23	19
chr1	136344969	136346434	Kif14	166	38	99	65	67	23	19
chr1	137656708	137657607	Cfh	219	53	108	119	140	67	66
chr1	137656708	137657607	Dennd1b	219	53	108	119	140	67	66
chr1	137898304	137899265	Cfh	83	30	57	44	50	23	27
chr1	137898304	137899265	Dennd1b	83	30	57	44	50	23	27
chr1	137898304	137899265	Kif14	83	30	57	44	50	23	27
chr1	137899816	137901230	Cfh	152	35	62	47	43	28	41
chr1	137899816	137901230	Dennd1b	152	35	62	47	43	28	41
chr1	137899816	137901230	Kif14	152	35	62	47	43	28	41
chr1	137927569	137928336	Cfh	309	59	146	170	176	49	59
chr1	137927569	137928336	Dennd1b	309	59	146	170	176	49	59
chr1	138345549	138346348	Dennd1b	179	52	86	97	104	45	48
chr1	138385154	138386419	Cfh	209	61	174	199	235	59	19
chr1	138385154	138386419	Dennd1b	209	61	174	199	235	59	19
chr1	138496596	138497352	Cfh	238	59	157	158	186	57	65
chr1	138496596	138497352	Dennd1b	238	59	157	158	186	57	65
chr1	138499391	138499891	Cfh	218	44	99	108	110	38	45
chr1	138499391	138499891	Dennd1b	218	44	99	108	110	38	45
chr1	138500112	138500612	Cfh	152	28	53	73	105	32	19
chr1	138500112	138500612	Dennd1b	152	28	53	73	105	32	19
chr1	138841562	138842720	Cfh	270	56	141	137	206	56	36
chr1	138841562	138842720	Dennd1b	270	56	141	137	206	56	36
chr1	138843208	138843952	Cfh	215	62	112	114	142	46	36
chr1	138843208	138843952	Dennd1b	215	62	112	114	142	46	36
chr1	138962812	138964674	Cfh	291	60	160	131	200	54	100
chr1	138962812	138964674	Dennd1b	291	60	160	131	200	54	100
chr1	139000230	139001574	Cfh	459	101	225	261	201	81	85
chr1	139000230	139001574	Dennd1b	459	101	225	261	201	81	85
chr1	139152929	139154232	Cfh	287	65	190	176	167	53	15
chr1	139346465	139347496	Cfh	384	104	244	217	231	71	65
chr1	139346465	139347496	Dennd1b	384	104	244	217	231	71	65
chr1	14181237	14182302	Eya1	450	93	245	250	215	67	59
chr1	14302460	14303047	Eya1	89	36	57	67	52	14	17
chr1	14303354	14303854	Eya1	158	37	82	77	99	29	11
chr1	14304256	14304950	Eya1	257	51	125	139	145	42	46
chr1	14309027	14309527	Eya1	62	16	41	52	71	22	3
chr1	146494600	146495381	Brinp3	156	47	91	81	84	18	22
chr1	146523661	146524356	Brinp3	127	22	64	49	36	17	13
chr1	147187186	147188485	Brinp3	170	43	89	149	194	65	20
chr1	149896134	149897030	Pla2g4a	131	47	106	115	138	33	14
chr1	150992099	150992599	Hmcn1	154	43	105	88	94	22	34
chr1	151034688	151035478	Hmcn1	60	20	45	36	61	11	21
chr1	151095582	151096453	Hmcn1	250	62	167	126	138	38	60
chr1	151157878	151158931	Hmcn1	217	40	125	192	183	62	10
chr1	151157878	151158931	Pla2g4a	217	40	125	192	183	62	10
chr1	151167493	151168494	Hmcn1	389	96	231	198	145	53	57
chr1	151167493	151168494	Ivns1abp	389	96	231	198	145	53	57
chr1	151167493	151168494	Pla2g4a	389	96	231	198	145	53	57
chr1	151167493	151168494	Rnf2	389	96	231	198	145	53	57
chr1	151167493	151168494	Swt1	389	96	231	198	145	53	57
chr1	151167493	151168494	Trmt1l	389	96	231	198	145	53	57
chr1	151177293	151178380	Hmcn1	427	87	220	199	147	42	52
chr1	151177293	151178380	Pla2g4a	427	87	220	199	147	42	52
chr1	151626328	151627587	Pla2g4a	264	51	122	193	246	63	35
chr1	152077109	152077609	1700025G04Rik	125	20	73	70	61	21	18
chr1	152164421	152165369	1700025G04Rik	155	61	143	138	164	49	48
chr1	152164421	152165369	Colgalt2	155	61	143	138	164	49	48
chr1	152164421	152165369	Pla2g4a	155	61	143	138	164	49	48
chr1	152164421	152165369	Tsen15	155	61	143	138	164	49	48
chr1	152165376	152165876	1700025G04Rik	160	31	93	110	130	26	83
chr1	152165376	152165876	Rgl1	160	31	93	110	130	26	83
chr1	152165376	152165876	Tsen15	160	31	93	110	130	26	83
chr1	152170977	152171477	Colgalt2	65	36	46	49	76	24	25
chr1	152401100	152401600	Colgalt2	139	34	80	82	99	33	71
chr1	152401100	152401600	Tsen15	139	34	80	82	99	33	71
chr1	152524484	152525715	Rgl1	122	40	88	112	132	43	280
chr1	152556089	152556995	1700025G04Rik	535	96	251	208	170	58	84
chr1	152556089	152556995	Arpc5	535	96	251	208	170	58	84
chr1	152556089	152556995	Colgalt2	535	96	251	208	170	58	84
chr1	152556089	152556995	Ncf2	535	96	251	208	170	58	84
chr1	152556089	152556995	Nmnat2	535	96	251	208	170	58	84
chr1	152556089	152556995	Pla2g4a	535	96	251	208	170	58	84
chr1	152556089	152556995	Rgl1	535	96	251	208	170	58	84
chr1	152556089	152556995	Tsen15	535	96	251	208	170	58	84
chr1	152687283	152688123	Rgl1	376	96	193	232	185	58	50
chr1	152745742	152746843	Arpc5	145	49	92	92	115	48	86
chr1	152768040	152768540	Arpc5	75	25	58	58	95	26	43
chr1	152778963	152779463	Arpc5	57	14	41	32	37	16	36
chr1	152790716	152791216	Ncf2	142	19	42	40	24	8	12
chr1	152793370	152794050	Arpc5	366	50	112	97	65	14	53
chr1	152793370	152794050	Ncf2	366	50	112	97	65	14	53
chr1	152809797	152810297	Ncf2	122	27	78	66	48	16	66
chr1	152810768	152811529	Arpc5	221	41	111	138	86	13	39
chr1	152810768	152811529	Colgalt2	221	41	111	138	86	13	39
chr1	152810768	152811529	Ncf2	221	41	111	138	86	13	39
chr1	152810768	152811529	Smg7	221	41	111	138	86	13	39
chr1	152815192	152815891	Arpc5	194	41	118	108	143	28	60
chr1	152815192	152815891	Ncf2	194	41	118	108	143	28	60
chr1	152816904	152817931	Arpc5	316	73	205	204	237	66	134
chr1	152816904	152817931	Ncf2	316	73	205	204	237	66	134
chr1	152816904	152817931	Rgl1	316	73	205	204	237	66	134
chr1	152816904	152817931	Smg7	316	73	205	204	237	66	134
chr1	152904466	152904966	Nmnat2	84	25	50	44	60	25	43
chr1	152904466	152904966	Smg7	84	25	50	44	60	25	43
chr1	153035277	153035956	Nmnat2	176	56	123	114	120	26	87
chr1	153037344	153038125	Nmnat2	233	58	178	188	187	44	87
chr1	153480297	153480797	Dhx9	17	8	30	29	36	14	4
chr1	153531497	153532670	Dhx9	491	71	227	216	216	59	60
chr1	153531497	153532670	Lamc1	491	71	227	216	216	59	60
chr1	153531497	153532670	Npl	491	71	227	216	216	59	60
chr1	153531497	153532670	Rgl1	491	71	227	216	216	59	60
chr1	153531497	153532670	Rgs16	491	71	227	216	216	59	60
chr1	153531497	153532670	Rgs8	491	71	227	216	216	59	60
chr1	153531497	153532670	Rnasel	491	71	227	216	216	59	60
chr1	153550848	153551348	Npl	31	9	21	20	16	11	1
chr1	153556827	153557327	Npl	51	17	33	43	42	9	13
chr1	153559186	153559686	Npl	37	7	19	31	20	9	14
chr1	153598774	153599713	Dhx9	307	68	151	104	113	48	67
chr1	153598774	153599713	Npl	307	68	151	104	113	48	67
chr1	153641529	153642029	Dhx9	272	39	128	138	178	40	38
chr1	153641529	153642029	Lamc1	272	39	128	138	178	40	38
chr1	153641529	153642029	Npl	272	39	128	138	178	40	38
chr1	153641529	153642029	Rgs16	272	39	128	138	178	40	38
chr1	153641529	153642029	Rgs8	272	39	128	138	178	40	38
chr1	153641529	153642029	Rnasel	272	39	128	138	178	40	38
chr1	153642102	153642602	Npl	272	53	148	134	117	44	50
chr1	153642102	153642602	Rgs16	272	53	148	134	117	44	50
chr1	153642102	153642602	Rgs8	272	53	148	134	117	44	50
chr1	153642102	153642602	Rnasel	272	53	148	134	117	44	50
chr1	153660913	153661894	Dhx9	464	101	299	283	298	74	83
chr1	153660913	153661894	Lamc1	464	101	299	283	298	74	83
chr1	153660913	153661894	Npl	464	101	299	283	298	74	83
chr1	153660913	153661894	Rgs16	464	101	299	283	298	74	83
chr1	153660913	153661894	Rgs8	464	101	299	283	298	74	83
chr1	153660913	153661894	Rnasel	464	101	299	283	298	74	83
chr1	153665019	153665830	Dhx9	468	86	244	215	273	51	122
chr1	153665019	153665830	Lamc1	468	86	244	215	273	51	122
chr1	153665019	153665830	Npl	468	86	244	215	273	51	122
chr1	153665019	153665830	Rgs16	468	86	244	215	273	51	122
chr1	153665019	153665830	Rgs8	468	86	244	215	273	51	122
chr1	153665019	153665830	Rnasel	468	86	244	215	273	51	122
chr1	153702882	153703805	Dhx9	469	66	247	216	205	51	91
chr1	153702882	153703805	Npl	469	66	247	216	205	51	91
chr1	153702882	153703805	Rgs16	469	66	247	216	205	51	91
chr1	153702882	153703805	Rgs8	469	66	247	216	205	51	91
chr1	153702882	153703805	Rnasel	469	66	247	216	205	51	91
chr1	153704134	153704634	Rgs16	247	44	142	125	141	32	38
chr1	153704134	153704634	Rgs8	247	44	142	125	141	32	38
chr1	153704134	153704634	Rnasel	247	44	142	125	141	32	38
chr1	153726523	153727141	Rgs16	56	17	55	61	75	26	46
chr1	153726523	153727141	Rnasel	56	17	55	61	75	26	46
chr1	153733211	153733711	Rgs16	166	28	97	64	71	17	44
chr1	153733211	153733711	Rnasel	166	28	97	64	71	17	44
chr1	153741991	153742491	Rgs16	78	27	69	95	98	24	56
chr1	153741991	153742491	Rnasel	78	27	69	95	98	24	56
chr1	153746102	153746602	Rgs16	65	26	88	51	52	12	8
chr1	153746102	153746602	Rgs8	65	26	88	51	52	12	8
chr1	153746102	153746602	Rnasel	65	26	88	51	52	12	8
chr1	153746628	153747128	Rgs16	63	23	59	55	71	23	33
chr1	153746628	153747128	Rnasel	63	23	59	55	71	23	33
chr1	154156668	154157547	Npl	261	64	131	129	146	36	96
chr1	155052525	155053522	Ier5	430	74	211	196	192	65	125
chr1	155052525	155053522	Stx6	430	74	211	196	192	65	125
chr1	155091948	155093127	Acbd6	639	139	324	352	383	102	165
chr1	155091948	155093127	Ier5	639	139	324	352	383	102	165
chr1	155091948	155093127	Qsox1	639	139	324	352	383	102	165
chr1	155091948	155093127	Stx6	639	139	324	352	383	102	165
chr1	155091948	155093127	Xpr1	639	139	324	352	383	102	165
chr1	155111131	155111957	Ier5	280	73	136	155	132	41	43
chr1	155111131	155111957	Stx6	280	73	136	155	132	41	43
chr1	155212129	155212977	Acbd6	643	124	285	294	266	68	110
chr1	155212129	155212977	Gm5532	643	124	285	294	266	68	110
chr1	155212129	155212977	Stx6	643	124	285	294	266	68	110
chr1	155223903	155224989	Acbd6	304	46	148	153	152	54	174
chr1	155223903	155224989	Gm5532	304	46	148	153	152	54	174
chr1	155229791	155230291	Acbd6	224	41	119	117	131	34	79
chr1	155233920	155234730	Acbd6	617	95	256	264	291	65	153
chr1	155233920	155234730	Gm5532	617	95	256	264	291	65	153
chr1	155233920	155234730	Stx6	617	95	256	264	291	65	153
chr1	155243745	155245289	Acbd6	416	112	250	205	204	70	41
chr1	155243745	155245289	Gm5532	416	112	250	205	204	70	41
chr1	155306550	155307600	Acbd6	424	99	252	283	264	79	82
chr1	155306550	155307600	Gm5532	424	99	252	283	264	79	82
chr1	155306550	155307600	Xpr1	424	99	252	283	264	79	82
chr1	155427116	155428246	Acbd6	486	102	285	238	213	42	103
chr1	155427116	155428246	Gm5532	486	102	285	238	213	42	103
chr1	155427116	155428246	Xpr1	486	102	285	238	213	42	103
chr1	155442355	155443573	Acbd6	225	53	136	140	110	51	125
chr1	155442355	155443573	Gm5532	225	53	136	140	110	51	125
chr1	155442355	155443573	Xpr1	225	53	136	140	110	51	125
chr1	155463331	155464108	Gm5532	342	63	147	140	90	29	14
chr1	155491260	155492196	Acbd6	339	63	175	156	192	55	73
chr1	155491260	155492196	Gm5532	339	63	175	156	192	55	73
chr1	155530278	155531426	Acbd6	423	93	199	193	207	73	55
chr1	155530278	155531426	Gm5532	423	93	199	193	207	73	55
chr1	155530278	155531426	Xpr1	423	93	199	193	207	73	55
chr1	155537157	155537893	Acbd6	50	12	23	36	51	11	13
chr1	155537157	155537893	Gm5532	50	12	23	36	51	11	13
chr1	155605396	155606703	Gm5532	516	124	303	329	286	62	63
chr1	155789974	155791026	Qsox1	305	85	203	274	274	53	35
chr1	156040589	156041383	Cep350	99	31	47	42	75	24	54
chr1	156040589	156041383	Fam163a	99	31	47	42	75	24	54
chr1	156040589	156041383	Qsox1	99	31	47	42	75	24	54
chr1	156040589	156041383	Tor1aip1	99	31	47	42	75	24	54
