chr	start	stop	TargetGene	E11	E12	E13	E14	E16	P0	Adult
chr1	146498301	146499142	Brinp3	125	34	85	96	100	37	28
chr1	146498301	146499142	Pla2g4a	125	34	85	96	100	37	28
chr1	146507429	146508132	Brinp3	26	9	25	24	31	12	8
chr1	14757636	14758136	Msc	43	16	29	24	35	15	26
chr1	149856748	149857248	Pla2g4a	31	14	23	32	32	17	29
chr1	149862172	149862672	Pla2g4a	15	10	17	14	19	16	22
chr1	149866124	149866624	Pla2g4a	19	8	21	13	14	13	38
chr1	149867286	149867786	Pla2g4a	14	7	18	22	10	7	26
chr1	149871411	149872165	Pla2g4a	16	10	21	12	19	15	43
chr1	149908782	149909851	Pla2g4a	79	27	53	43	37	20	27
chr1	149946858	149947358	Pla2g4a	37	10	38	32	26	6	11
chr1	150089144	150089644	Pla2g4a	30	9	25	21	26	9	26
chr1	150089144	150089644	Ptgs2	30	9	25	21	26	9	26
chr1	150097687	150098187	Ptgs2	18	8	16	19	17	15	6
chr1	150104311	150104811	Ptgs2	14	6	12	12	7	9	14
chr1	150115295	150115795	Ptgs2	49	25	37	40	40	11	29
chr1	150118303	150118803	Ptgs2	15	10	21	25	15	11	24
chr1	150141832	150142332	Pla2g4a	11	20	18	16	14	9	15
chr1	150141832	150142332	Ptgs2	11	20	18	16	14	9	15
chr1	150382511	150383011	Odr4	20	11	24	15	12	8	12
chr1	150382511	150383011	Tpr	20	11	24	15	12	8	12
chr1	150384057	150384557	Odr4	13	5	16	14	11	8	14
chr1	150384057	150384557	Tpr	13	5	16	14	11	8	14
chr1	150472421	150472921	Prg4	31	11	25	12	12	7	20
chr1	150504222	150504868	Prg4	31	8	27	23	20	19	14
chr1	150991899	150992577	Hmcn1	214	65	137	124	131	33	38
chr1	151009362	151009862	Hmcn1	30	13	13	22	20	16	4
chr1	151010936	151011436	Hmcn1	53	23	30	31	38	15	27
chr1	151079485	151079985	Hmcn1	60	12	24	24	29	11	45
chr1	151087871	151088371	Hmcn1	45	9	25	35	29	16	33
chr1	151102840	151104134	Hmcn1	210	53	98	74	87	48	91
chr1	151125071	151125571	Hmcn1	23	17	22	17	15	7	28
chr1	151125718	151126218	Hmcn1	23	13	22	18	14	8	46
chr1	151127736	151128236	Hmcn1	27	21	25	9	20	10	34
chr1	151171694	151172194	Hmcn1	37	21	32	61	59	19	29
chr1	151250830	151251330	Hmcn1	86	24	68	49	50	17	45
chr1	151250830	151251330	Prg4	86	24	68	49	50	17	45
chr1	151250830	151251330	Swt1	86	24	68	49	50	17	45
chr1	151250830	151251330	Trmt1l	86	24	68	49	50	17	45
chr1	151301510	151302447	Ivns1abp	88	28	51	56	74	38	67
chr1	151359345	151359845	Ivns1abp	24	8	25	15	23	10	59
chr1	151409840	151410340	Swt1	26	7	25	29	31	14	25
chr1	151409840	151410340	Trmt1l	26	7	25	29	31	14	25
chr1	151497801	151498301	Rnf2	63	19	40	69	65	18	21
chr1	151514120	151514620	Rnf2	21	16	20	16	19	11	16
chr1	151526696	151527196	Rnf2	30	5	37	24	32	16	35
chr1	151526696	151527196	Swt1	30	5	37	24	32	16	35
chr1	151526696	151527196	Trmt1l	30	5	37	24	32	16	35
chr1	151764083	151764583	2810414N06Rik	39	10	22	25	31	8	63
chr1	151764083	151764583	Edem3	39	10	22	25	31	8	63
chr1	151777612	151778112	Edem3	24	11	27	26	23	9	55
chr1	151824799	151825694	2810414N06Rik	44	20	49	99	158	39	101
chr1	151824799	151825694	Edem3	44	20	49	99	158	39	101
chr1	151890175	151890675	2810414N06Rik	79	32	79	91	145	41	75
chr1	152048320	152048820	1700025G04Rik	37	8	47	48	65	31	62
chr1	152081936	152082436	1700025G04Rik	82	21	63	55	47	22	80
chr1	152084947	152085447	1700025G04Rik	200	30	86	107	93	20	51
chr1	152088782	152089282	1700025G04Rik	167	36	80	71	88	17	30
chr1	152088782	152089282	Tsen15	167	36	80	71	88	17	30
chr1	152165605	152166105	1700025G04Rik	106	26	76	85	103	27	68
chr1	152165605	152166105	Tsen15	106	26	76	85	103	27	68
chr1	152369004	152369929	Tsen15	91	20	61	49	74	30	60
chr1	152389240	152389740	Tsen15	44	13	28	31	29	10	8
chr1	152400972	152401472	Colgalt2	144	31	79	80	101	37	81
chr1	152400972	152401472	Tsen15	144	31	79	80	101	37	81
chr1	152410608	152411108	Colgalt2	22	12	28	41	78	26	24
chr1	152414325	152414825	Colgalt2	68	18	57	68	66	13	34
chr1	152524017	152524517	Colgalt2	18	10	19	27	18	4	44
chr1	152524912	152525412	Rgl1	46	19	20	37	51	15	74
chr1	152594117	152594617	Rgl1	56	25	38	32	35	30	107
chr1	152606391	152606891	Rgl1	36	18	53	45	59	22	68
chr1	152634445	152634945	Rgl1	45	15	34	32	29	13	38
chr1	152640556	152641056	Rgl1	68	17	41	77	114	34	87
chr1	152641887	152642863	Rgl1	81	23	73	62	72	36	101
chr1	152767963	152768463	Arpc5	73	23	51	51	90	20	39
chr1	152770922	152771422	Arpc5	49	14	37	27	36	5	52
chr1	152777713	152778213	Arpc5	31	19	22	21	30	13	18
chr1	152778880	152779380	Arpc5	56	13	35	28	36	13	29
chr1	152792819	152793319	Arpc5	266	55	107	99	75	13	26
chr1	152792819	152793319	Ncf2	266	55	107	99	75	13	26
chr1	152805809	152806309	Ncf2	28	17	24	15	37	12	63
chr1	152809936	152810436	Ncf2	106	27	65	63	36	12	51
chr1	152814975	152815716	Ncf2	207	40	110	113	155	34	53
chr1	152817195	152817695	Arpc5	140	34	89	88	98	27	64
chr1	152817195	152817695	Ncf2	140	34	89	88	98	27	64
chr1	152830932	152831432	Ncf2	28	22	33	35	47	27	83
chr1	152838134	152838634	Arpc5	19	25	20	19	34	11	55
chr1	152838134	152838634	Ncf2	19	25	20	19	34	11	55
chr1	152838844	152839344	Arpc5	30	7	27	15	16	12	59
chr1	152838844	152839344	Ncf2	30	7	27	15	16	12	59
chr1	15287648	15288148	Kcnb2	70	17	60	71	73	19	19
chr1	152904509	152905009	Nmnat2	83	26	47	45	54	29	44
chr1	152904509	152905009	Smg7	83	26	47	45	54	29	44
chr1	15292381	15292881	Kcnb2	16	9	19	33	31	13	35
chr1	15293061	15293561	Kcnb2	12	8	26	11	38	17	16
chr1	15294219	15294719	Kcnb2	19	11	18	26	17	8	43
chr1	152956027	152956527	Nmnat2	141	38	75	69	83	24	20
chr1	152960927	152961427	Nmnat2	33	14	25	31	33	15	58
chr1	152969103	152969603	Nmnat2	28	11	30	43	34	12	58
chr1	152983414	152983914	Nmnat2	22	9	26	30	51	18	43
chr1	153000086	153000820	Smg7	79	24	71	55	67	24	110
chr1	153011589	153012089	Nmnat2	71	12	64	53	50	23	96
chr1	15307280	15308111	Kcnb2	29	11	43	42	58	26	38
chr1	153180525	153181025	Lamc2	49	15	33	55	68	24	45
chr1	153191807	153192307	Lamc2	135	29	65	59	75	32	39
chr1	153201516	153202016	Lamc2	138	30	68	62	84	20	40
chr1	153202078	153202578	Lamc2	166	52	85	68	57	25	60
chr1	153225616	153226116	Lamc2	52	19	27	28	25	12	102
chr1	153308182	153308682	Dhx9	126	23	66	93	129	37	86
chr1	153308182	153308682	Lamc1	126	23	66	93	129	37	86
chr1	153401371	153402241	Shcbp1l	73	29	47	41	45	18	51
chr1	153424184	153424684	Shcbp1l	108	25	71	60	92	24	56
chr1	153440760	153441260	Shcbp1l	22	5	39	20	15	7	52
chr1	153641746	153643036	Npl	663	114	363	365	372	104	122
chr1	153641746	153643036	Rgs16	663	114	363	365	372	104	122
chr1	153641746	153643036	Rgs8	663	114	363	365	372	104	122
chr1	153641746	153643036	Rnasel	663	114	363	365	372	104	122
chr1	153665515	153666015	Rgs8	265	44	152	143	175	33	79
chr1	153672724	153673224	Rgs8	74	19	61	28	40	16	64
chr1	153673744	153674244	Rgs8	38	16	33	38	60	9	73
chr1	153679082	153679582	Dhx9	102	23	80	102	135	43	92
chr1	153679082	153679582	Rgs16	102	23	80	102	135	43	92
chr1	153679082	153679582	Rgs8	102	23	80	102	135	43	92
chr1	153679082	153679582	Rnasel	102	23	80	102	135	43	92
chr1	153696445	153696945	Rgs8	47	16	22	25	28	10	47
chr1	153729613	153730113	Rgs16	54	16	53	35	34	20	48
