chr	start	stop	tflist	genename
chr14	100284343	100286176	EGR1,EGR2,EGR4,HIC1,KLF1,KLF15,KLF3,KLF4,KLF5,KLF6,MAZ,PLAG1,PURA,RREB1,SALL1,SP1,SP2,SP3,SP4,SP5,SPZ1,STAT6,WT1,ZBT17,ZN148,ZN281	Ndfip2
chr14	100284343	100286176	EGR1,EGR2,EGR4,HIC1,KLF1,KLF15,KLF3,KLF4,KLF5,KLF6,MAZ,PLAG1,PURA,RREB1,SALL1,SP1,SP2,SP3,SP4,SP5,SPZ1,STAT6,WT1,ZBT17,ZN148,ZN281	Pibf1
chr14	100284343	100286176	EGR1,EGR2,EGR4,HIC1,KLF1,KLF15,KLF3,KLF4,KLF5,KLF6,MAZ,PLAG1,PURA,RREB1,SALL1,SP1,SP2,SP3,SP4,SP5,SPZ1,STAT6,WT1,ZBT17,ZN148,ZN281	Pou4f1
chr14	100284343	100286176	EGR1,EGR2,EGR4,HIC1,KLF1,KLF15,KLF3,KLF4,KLF5,KLF6,MAZ,PLAG1,PURA,RREB1,SALL1,SP1,SP2,SP3,SP4,SP5,SPZ1,STAT6,WT1,ZBT17,ZN148,ZN281	Rnf219
chr14	100284343	100286176	EGR1,EGR2,EGR4,HIC1,KLF1,KLF15,KLF3,KLF4,KLF5,KLF6,MAZ,PLAG1,PURA,RREB1,SALL1,SP1,SP2,SP3,SP4,SP5,SPZ1,STAT6,WT1,ZBT17,ZN148,ZN281	Tbc1d4
chr14	100284343	100286176	EGR1,EGR2,EGR4,HIC1,KLF1,KLF15,KLF3,KLF4,KLF5,KLF6,MAZ,PLAG1,PURA,RREB1,SALL1,SP1,SP2,SP3,SP4,SP5,SPZ1,STAT6,WT1,ZBT17,ZN148,ZN281	Uchl3
chr12	100289630	100290130	RREB1,ZN148	Gm10432
chr12	100290133	100291764	MAZ,RFX1,RFX2,RFX3,RFX6,SP4,SP5,ZN148	Calm1
chr12	100290133	100291764	MAZ,RFX1,RFX2,RFX3,RFX6,SP4,SP5,ZN148	Ccdc88c
chr12	100290133	100291764	MAZ,RFX1,RFX2,RFX3,RFX6,SP4,SP5,ZN148	Gm10432
chr12	100290133	100291764	MAZ,RFX1,RFX2,RFX3,RFX6,SP4,SP5,ZN148	Nrde2
chr12	100290133	100291764	MAZ,RFX1,RFX2,RFX3,RFX6,SP4,SP5,ZN148	Rps6ka5
chr14	100374384	100376205	ELF5,NANOG	Dis3
chr14	100374384	100376205	ELF5,NANOG	Klf12
chr14	100374384	100376205	ELF5,NANOG	Klf5
chr14	100374384	100376205	ELF5,NANOG	Pibf1
chr14	100374384	100376205	ELF5,NANOG	Tbc1d4
chr1	10039518	10040719	CTCF,CTCFL,EGR4,KLF1,KLF3,KLF6,MAZ,SP1,SP2,SP3,SP4,SP5,WT1,ZFX	Arfgef1
chr1	10039518	10040719	CTCF,CTCFL,EGR4,KLF1,KLF3,KLF6,MAZ,SP1,SP2,SP3,SP4,SP5,WT1,ZFX	Atp6v1h
chr1	10039518	10040719	CTCF,CTCFL,EGR4,KLF1,KLF3,KLF6,MAZ,SP1,SP2,SP3,SP4,SP5,WT1,ZFX	Cops5
chr1	10039518	10040719	CTCF,CTCFL,EGR4,KLF1,KLF3,KLF6,MAZ,SP1,SP2,SP3,SP4,SP5,WT1,ZFX	Cspp1
chr1	10039518	10040719	CTCF,CTCFL,EGR4,KLF1,KLF3,KLF6,MAZ,SP1,SP2,SP3,SP4,SP5,WT1,ZFX	Mcmdc2
chr1	10039518	10040719	CTCF,CTCFL,EGR4,KLF1,KLF3,KLF6,MAZ,SP1,SP2,SP3,SP4,SP5,WT1,ZFX	Mybl1
chr1	10039518	10040719	CTCF,CTCFL,EGR4,KLF1,KLF3,KLF6,MAZ,SP1,SP2,SP3,SP4,SP5,WT1,ZFX	Prex2
chr1	10039518	10040719	CTCF,CTCFL,EGR4,KLF1,KLF3,KLF6,MAZ,SP1,SP2,SP3,SP4,SP5,WT1,ZFX	Rrs1
chr1	10039518	10040719	CTCF,CTCFL,EGR4,KLF1,KLF3,KLF6,MAZ,SP1,SP2,SP3,SP4,SP5,WT1,ZFX	Sgk3
chr1	10039518	10040719	CTCF,CTCFL,EGR4,KLF1,KLF3,KLF6,MAZ,SP1,SP2,SP3,SP4,SP5,WT1,ZFX	Snhg6
chr1	10039518	10040719	CTCF,CTCFL,EGR4,KLF1,KLF3,KLF6,MAZ,SP1,SP2,SP3,SP4,SP5,WT1,ZFX	Sntg1
chr1	10039518	10040719	CTCF,CTCFL,EGR4,KLF1,KLF3,KLF6,MAZ,SP1,SP2,SP3,SP4,SP5,WT1,ZFX	St18
chr1	10039518	10040719	CTCF,CTCFL,EGR4,KLF1,KLF3,KLF6,MAZ,SP1,SP2,SP3,SP4,SP5,WT1,ZFX	Sulf1
chr1	10039518	10040719	CTCF,CTCFL,EGR4,KLF1,KLF3,KLF6,MAZ,SP1,SP2,SP3,SP4,SP5,WT1,ZFX	Vcpip1
chr1	10039518	10040719	CTCF,CTCFL,EGR4,KLF1,KLF3,KLF6,MAZ,SP1,SP2,SP3,SP4,SP5,WT1,ZFX	Vxn
chr14	100458985	100459485	EGR1,EGR2,HNF4A,HNF4G,KLF15,KLF3,KLF6,MAZ,NR1H3,RFX1,RFX2,RFX3,SALL1,SP1,SP2,SP3,SP4,SP5,TBX20,WT1,ZBT17,ZN148	Klf12
chr14	100458985	100459485	EGR1,EGR2,HNF4A,HNF4G,KLF15,KLF3,KLF6,MAZ,NR1H3,RFX1,RFX2,RFX3,SALL1,SP1,SP2,SP3,SP4,SP5,TBX20,WT1,ZBT17,ZN148	Klf5
chr5	100498392	100498892	E2F3,E2F7,SP2,SP3,SP4,SP5	Abraxas1
chr5	100498392	100498892	E2F3,E2F7,SP2,SP3,SP4,SP5	Lin54
chr5	100498392	100498892	E2F3,E2F7,SP2,SP3,SP4,SP5	Sec31a
chr8	100515539	100516716	NR1H3,PO2F2	Cdh8
chr6	100562943	100564195	MYOG,TGIF1,TWST1,ZBTB6,ZN281	Eif4e3
chr6	100562943	100564195	MYOG,TGIF1,TWST1,ZBTB6,ZN281	Foxp1
chr6	100562943	100564195	MYOG,TGIF1,TWST1,ZBTB6,ZN281	Gpr27
chr6	100562943	100564195	MYOG,TGIF1,TWST1,ZBTB6,ZN281	Gxylt2
chr6	100562943	100564195	MYOG,TGIF1,TWST1,ZBTB6,ZN281	Pdzrn3
chr6	100562943	100564195	MYOG,TGIF1,TWST1,ZBTB6,ZN281	Ppp4r2
chr6	100562943	100564195	MYOG,TGIF1,TWST1,ZBTB6,ZN281	Rybp
chr6	100562943	100564195	MYOG,TGIF1,TWST1,ZBTB6,ZN281	Shq1
chr3	100686109	100686609	TEAD1,TEAD2	Man1a2
chr14	100749210	100750950	AP2A,EGR2,EGR4,ELK3,KLF1,KLF15,KLF3,KLF5,KLF6,MAZ,PURA,RREB1,SALL1,SP1,SP2,SP3,SP5,WT1,ZBT17,ZN148,ZN281	D130009I18Rik
chr14	100749210	100750950	AP2A,EGR2,EGR4,ELK3,KLF1,KLF15,KLF3,KLF5,KLF6,MAZ,PURA,RREB1,SALL1,SP1,SP2,SP3,SP5,WT1,ZBT17,ZN148,ZN281	Klf12
chr14	100749210	100750950	AP2A,EGR2,EGR4,ELK3,KLF1,KLF15,KLF3,KLF5,KLF6,MAZ,PURA,RREB1,SALL1,SP1,SP2,SP3,SP5,WT1,ZBT17,ZN148,ZN281	Klf5
chr14	100749210	100750950	AP2A,EGR2,EGR4,ELK3,KLF1,KLF15,KLF3,KLF5,KLF6,MAZ,PURA,RREB1,SALL1,SP1,SP2,SP3,SP5,WT1,ZBT17,ZN148,ZN281	Tbc1d4
chr14	100749210	100750950	AP2A,EGR2,EGR4,ELK3,KLF1,KLF15,KLF3,KLF5,KLF6,MAZ,PURA,RREB1,SALL1,SP1,SP2,SP3,SP5,WT1,ZBT17,ZN148,ZN281	Uchl3
chrX	100776200	100777730	AP2D,BHE41,BRAC,CEBPZ,E2F1,E2F4,EGR1,FOXI1,KLF3,MAZ,SALL1,SP1,SP2,SP3,SP4,SP5,TF2L1,ZBT17	Chic1
chrX	100776200	100777730	AP2D,BHE41,BRAC,CEBPZ,E2F1,E2F4,EGR1,FOXI1,KLF3,MAZ,SALL1,SP1,SP2,SP3,SP4,SP5,TF2L1,ZBT17	Cited1
chrX	100776200	100777730	AP2D,BHE41,BRAC,CEBPZ,E2F1,E2F4,EGR1,FOXI1,KLF3,MAZ,SALL1,SP1,SP2,SP3,SP4,SP5,TF2L1,ZBT17	Dlg3
chrX	100776200	100777730	AP2D,BHE41,BRAC,CEBPZ,E2F1,E2F4,EGR1,FOXI1,KLF3,MAZ,SALL1,SP1,SP2,SP3,SP4,SP5,TF2L1,ZBT17	Eda
chrX	100776200	100777730	AP2D,BHE41,BRAC,CEBPZ,E2F1,E2F4,EGR1,FOXI1,KLF3,MAZ,SALL1,SP1,SP2,SP3,SP4,SP5,TF2L1,ZBT17	Ercc6l
chrX	100776200	100777730	AP2D,BHE41,BRAC,CEBPZ,E2F1,E2F4,EGR1,FOXI1,KLF3,MAZ,SALL1,SP1,SP2,SP3,SP4,SP5,TF2L1,ZBT17	Hdac8
chrX	100776200	100777730	AP2D,BHE41,BRAC,CEBPZ,E2F1,E2F4,EGR1,FOXI1,KLF3,MAZ,SALL1,SP1,SP2,SP3,SP4,SP5,TF2L1,ZBT17	Igbp1
chrX	100776200	100777730	AP2D,BHE41,BRAC,CEBPZ,E2F1,E2F4,EGR1,FOXI1,KLF3,MAZ,SALL1,SP1,SP2,SP3,SP4,SP5,TF2L1,ZBT17	Itgb1bp2
chrX	100776200	100777730	AP2D,BHE41,BRAC,CEBPZ,E2F1,E2F4,EGR1,FOXI1,KLF3,MAZ,SALL1,SP1,SP2,SP3,SP4,SP5,TF2L1,ZBT17	Kif4
chrX	100776200	100777730	AP2D,BHE41,BRAC,CEBPZ,E2F1,E2F4,EGR1,FOXI1,KLF3,MAZ,SALL1,SP1,SP2,SP3,SP4,SP5,TF2L1,ZBT17	Med12
chrX	100776200	100777730	AP2D,BHE41,BRAC,CEBPZ,E2F1,E2F4,EGR1,FOXI1,KLF3,MAZ,SALL1,SP1,SP2,SP3,SP4,SP5,TF2L1,ZBT17	Nhsl2
chrX	100776200	100777730	AP2D,BHE41,BRAC,CEBPZ,E2F1,E2F4,EGR1,FOXI1,KLF3,MAZ,SALL1,SP1,SP2,SP3,SP4,SP5,TF2L1,ZBT17	Nono
chrX	100776200	100777730	AP2D,BHE41,BRAC,CEBPZ,E2F1,E2F4,EGR1,FOXI1,KLF3,MAZ,SALL1,SP1,SP2,SP3,SP4,SP5,TF2L1,ZBT17	Pdzd11
chrX	100776200	100777730	AP2D,BHE41,BRAC,CEBPZ,E2F1,E2F4,EGR1,FOXI1,KLF3,MAZ,SALL1,SP1,SP2,SP3,SP4,SP5,TF2L1,ZBT17	Phka1
chrX	100776200	100777730	AP2D,BHE41,BRAC,CEBPZ,E2F1,E2F4,EGR1,FOXI1,KLF3,MAZ,SALL1,SP1,SP2,SP3,SP4,SP5,TF2L1,ZBT17	Pin4
chrX	100776200	100777730	AP2D,BHE41,BRAC,CEBPZ,E2F1,E2F4,EGR1,FOXI1,KLF3,MAZ,SALL1,SP1,SP2,SP3,SP4,SP5,TF2L1,ZBT17	Rps4x
chrX	100776200	100777730	AP2D,BHE41,BRAC,CEBPZ,E2F1,E2F4,EGR1,FOXI1,KLF3,MAZ,SALL1,SP1,SP2,SP3,SP4,SP5,TF2L1,ZBT17	Snx12
chrX	100776200	100777730	AP2D,BHE41,BRAC,CEBPZ,E2F1,E2F4,EGR1,FOXI1,KLF3,MAZ,SALL1,SP1,SP2,SP3,SP4,SP5,TF2L1,ZBT17	Zmym3
chr3	100921460	100921960	HSF1	Trim45
chr3	100921460	100921960	HSF1	Ttf2
chr12	100951831	100953505	CTCF,CTCFL,ZIC2	Atxn3
chr12	100951831	100953505	CTCF,CTCFL,ZIC2	Ccdc88c
chr12	100951831	100953505	CTCF,CTCFL,ZIC2	Efcab11
chr12	100951831	100953505	CTCF,CTCFL,ZIC2	Rps6ka5
chr12	100951831	100953505	CTCF,CTCFL,ZIC2	Tdp1
chr12	100951831	100953505	CTCF,CTCFL,ZIC2	Ttc7b
chr15	100983363	100984588	GATA5,KLF1,KLF15,KLF3,PLAG1,PURA,SP1,SP2,SP3,ZBT17	Scn8a
chr12	100990191	100990691	NGN2	Ccdc88c
chr15	101066026	101067887	COE1,FOXI1,NFYA,NFYB,NFYC,PBX1	Acvr1b
chr15	101066026	101067887	COE1,FOXI1,NFYA,NFYB,NFYC,PBX1	Acvrl1
chr15	101066026	101067887	COE1,FOXI1,NFYA,NFYB,NFYC,PBX1	Atg101
chr15	101066026	101067887	COE1,FOXI1,NFYA,NFYB,NFYC,PBX1	Bin2
chr15	101066026	101067887	COE1,FOXI1,NFYA,NFYB,NFYC,PBX1	Krt18
chr15	101066026	101067887	COE1,FOXI1,NFYA,NFYB,NFYC,PBX1	Krt7
chr15	101066026	101067887	COE1,FOXI1,NFYA,NFYB,NFYC,PBX1	Letmd1
chr15	101066026	101067887	COE1,FOXI1,NFYA,NFYB,NFYC,PBX1	Mfsd5
chr15	101066026	101067887	COE1,FOXI1,NFYA,NFYB,NFYC,PBX1	Scn8a
chr15	101066026	101067887	COE1,FOXI1,NFYA,NFYB,NFYC,PBX1	Slc4a8
chr3	101070571	101071610	E2F1,E2F4,E2F6,E2F7,EGR1,EGR2,EGR4,FLI1,KLF15,KLF3,KLF5,KLF6,MAZ,PURA,SP1,SP2,SP3,SP4,SP5,WT1,ZBT17,ZN148,ZN281	Atp1a1
chr3	101070571	101071610	E2F1,E2F4,E2F6,E2F7,EGR1,EGR2,EGR4,FLI1,KLF15,KLF3,KLF5,KLF6,MAZ,PURA,SP1,SP2,SP3,SP4,SP5,WT1,ZBT17,ZN148,ZN281	Bcas2
chr3	101070571	101071610	E2F1,E2F4,E2F6,E2F7,EGR1,EGR2,EGR4,FLI1,KLF15,KLF3,KLF5,KLF6,MAZ,PURA,SP1,SP2,SP3,SP4,SP5,WT1,ZBT17,ZN148,ZN281	Gdap2
chr3	101070571	101071610	E2F1,E2F4,E2F6,E2F7,EGR1,EGR2,EGR4,FLI1,KLF15,KLF3,KLF5,KLF6,MAZ,PURA,SP1,SP2,SP3,SP4,SP5,WT1,ZBT17,ZN148,ZN281	Igsf3
chr3	101070571	101071610	E2F1,E2F4,E2F6,E2F7,EGR1,EGR2,EGR4,FLI1,KLF15,KLF3,KLF5,KLF6,MAZ,PURA,SP1,SP2,SP3,SP4,SP5,WT1,ZBT17,ZN148,ZN281	Ptgfrn
chr3	101070571	101071610	E2F1,E2F4,E2F6,E2F7,EGR1,EGR2,EGR4,FLI1,KLF15,KLF3,KLF5,KLF6,MAZ,PURA,SP1,SP2,SP3,SP4,SP5,WT1,ZBT17,ZN148,ZN281	Slc22a15
chr3	101070571	101071610	E2F1,E2F4,E2F6,E2F7,EGR1,EGR2,EGR4,FLI1,KLF15,KLF3,KLF5,KLF6,MAZ,PURA,SP1,SP2,SP3,SP4,SP5,WT1,ZBT17,ZN148,ZN281	Tent5c
chr3	101070571	101071610	E2F1,E2F4,E2F6,E2F7,EGR1,EGR2,EGR4,FLI1,KLF15,KLF3,KLF5,KLF6,MAZ,PURA,SP1,SP2,SP3,SP4,SP5,WT1,ZBT17,ZN148,ZN281	Trim45
chr3	101070571	101071610	E2F1,E2F4,E2F6,E2F7,EGR1,EGR2,EGR4,FLI1,KLF15,KLF3,KLF5,KLF6,MAZ,PURA,SP1,SP2,SP3,SP4,SP5,WT1,ZBT17,ZN148,ZN281	Ttf2
chr3	101070571	101071610	E2F1,E2F4,E2F6,E2F7,EGR1,EGR2,EGR4,FLI1,KLF15,KLF3,KLF5,KLF6,MAZ,PURA,SP1,SP2,SP3,SP4,SP5,WT1,ZBT17,ZN148,ZN281	Wdr3
chr5	101090390	101091746	BHA15,TEAD3,TFE2	Gm38413
chr5	101090390	101091746	BHA15,TEAD3,TFE2	Lin54
chr5	101090390	101091746	BHA15,TEAD3,TFE2	Prkg2
chr5	101090390	101091746	BHA15,TEAD3,TFE2	Tmem150c
chr15	101145378	101145878	CTCF,CTCFL	Acvr1b
chr15	101145378	101145878	CTCF,CTCFL	Acvrl1
chr6	101198250	101199436	PO3F1,PO3F2	Gxylt2
chr6	101198250	101199436	PO3F1,PO3F2	Pdzrn3
chr6	101198250	101199436	PO3F1,PO3F2	Ppp4r2
chr6	101198250	101199436	PO3F1,PO3F2	Rybp
chr6	101198250	101199436	PO3F1,PO3F2	Shq1
chr13	101213483	101214301	NFIA	5930438M14Rik
chr13	101213483	101214301	NFIA	Ccdc125
chr13	101213483	101214301	NFIA	Cenph
chr13	101233383	101234412	DDIT3,ZIC2,ZIC3	5930438M14Rik
chr13	101233383	101234412	DDIT3,ZIC2,ZIC3	Gtf2h2
chr13	101233383	101234412	DDIT3,ZIC2,ZIC3	Mrps36
chr13	101233383	101234412	DDIT3,ZIC2,ZIC3	Ocln
chr13	101233383	101234412	DDIT3,ZIC2,ZIC3	Pik3r1
chr15	101245724	101247021	EGR4,KLF1,KLF3,KLF5,RREB1,SP2,ZBT17	Acvr1b
chr15	101245724	101247021	EGR4,KLF1,KLF3,KLF5,RREB1,SP2,ZBT17	Atg101
chr15	101245724	101247021	EGR4,KLF1,KLF3,KLF5,RREB1,SP2,ZBT17	AU021063
chr15	101245724	101247021	EGR4,KLF1,KLF3,KLF5,RREB1,SP2,ZBT17	Csad
chr15	101245724	101247021	EGR4,KLF1,KLF3,KLF5,RREB1,SP2,ZBT17	Grasp
chr15	101245724	101247021	EGR4,KLF1,KLF3,KLF5,RREB1,SP2,ZBT17	Krt7
chr15	101245724	101247021	EGR4,KLF1,KLF3,KLF5,RREB1,SP2,ZBT17	Krt8
chr15	101245724	101247021	EGR4,KLF1,KLF3,KLF5,RREB1,SP2,ZBT17	Myg1
chr15	101245724	101247021	EGR4,KLF1,KLF3,KLF5,RREB1,SP2,ZBT17	Nr4a1
chr15	101245724	101247021	EGR4,KLF1,KLF3,KLF5,RREB1,SP2,ZBT17	Scn8a
chr15	101245724	101247021	EGR4,KLF1,KLF3,KLF5,RREB1,SP2,ZBT17	Smagp
chr9	101250885	101252370	EGR1,EGR4,GFI1,GFI1B,KLF1,KLF15,KLF3,KLF5,KLF6,MAZ,PURA,SP1,SP2,SP3,SP4,SP5,WT1,ZBT17,ZFX,ZN148	1300017J02Rik
chr9	101250885	101252370	EGR1,EGR4,GFI1,GFI1B,KLF1,KLF15,KLF3,KLF5,KLF6,MAZ,PURA,SP1,SP2,SP3,SP4,SP5,WT1,ZBT17,ZFX,ZN148	4930422M22Rik
chr9	101250885	101252370	EGR1,EGR4,GFI1,GFI1B,KLF1,KLF15,KLF3,KLF5,KLF6,MAZ,PURA,SP1,SP2,SP3,SP4,SP5,WT1,ZBT17,ZFX,ZN148	Ppp2r3a
chr9	101250885	101252370	EGR1,EGR4,GFI1,GFI1B,KLF1,KLF15,KLF3,KLF5,KLF6,MAZ,PURA,SP1,SP2,SP3,SP4,SP5,WT1,ZBT17,ZFX,ZN148	Rbp1
chr6	101308006	101308674	FLI1,HNF4A,HNF4G,KLF15,MAZ,NR1H3,NR2F6,SOX9,SP1,SP4,SP5,ZIC2,ZIC3,ZN148	Gxylt2
chr6	101308006	101308674	FLI1,HNF4A,HNF4G,KLF15,MAZ,NR1H3,NR2F6,SOX9,SP1,SP4,SP5,ZIC2,ZIC3,ZN148	Pdzrn3
chr6	101308006	101308674	FLI1,HNF4A,HNF4G,KLF15,MAZ,NR1H3,NR2F6,SOX9,SP1,SP4,SP5,ZIC2,ZIC3,ZN148	Shq1
chr15	101315795	101316972	CTCF,CTCFL	Atg101
chr15	101315795	101316972	CTCF,CTCFL	Nr4a1
chrX	101331982	101333627	BRAC,EGR1,EGR2,FLI1,FOS,FOSL1,FOSL2,IRF8,JUN,JUND,KLF1,KLF15,KLF3,KLF6,MAFF,MAZ,SP1,SP2,SP3,SP4,SP5,SRF,WT1,ZBT17	Chic1
chrX	101331982	101333627	BRAC,EGR1,EGR2,FLI1,FOS,FOSL1,FOSL2,IRF8,JUN,JUND,KLF1,KLF15,KLF3,KLF6,MAFF,MAZ,SP1,SP2,SP3,SP4,SP5,SRF,WT1,ZBT17	Cited1
chrX	101331982	101333627	BRAC,EGR1,EGR2,FLI1,FOS,FOSL1,FOSL2,IRF8,JUN,JUND,KLF1,KLF15,KLF3,KLF6,MAFF,MAZ,SP1,SP2,SP3,SP4,SP5,SRF,WT1,ZBT17	Dlg3
chrX	101331982	101333627	BRAC,EGR1,EGR2,FLI1,FOS,FOSL1,FOSL2,IRF8,JUN,JUND,KLF1,KLF15,KLF3,KLF6,MAFF,MAZ,SP1,SP2,SP3,SP4,SP5,SRF,WT1,ZBT17	Eda
chrX	101331982	101333627	BRAC,EGR1,EGR2,FLI1,FOS,FOSL1,FOSL2,IRF8,JUN,JUND,KLF1,KLF15,KLF3,KLF6,MAFF,MAZ,SP1,SP2,SP3,SP4,SP5,SRF,WT1,ZBT17	Ercc6l
chrX	101331982	101333627	BRAC,EGR1,EGR2,FLI1,FOS,FOSL1,FOSL2,IRF8,JUN,JUND,KLF1,KLF15,KLF3,KLF6,MAFF,MAZ,SP1,SP2,SP3,SP4,SP5,SRF,WT1,ZBT17	Hdac8
chrX	101331982	101333627	BRAC,EGR1,EGR2,FLI1,FOS,FOSL1,FOSL2,IRF8,JUN,JUND,KLF1,KLF15,KLF3,KLF6,MAFF,MAZ,SP1,SP2,SP3,SP4,SP5,SRF,WT1,ZBT17	Heph
chrX	101331982	101333627	BRAC,EGR1,EGR2,FLI1,FOS,FOSL1,FOSL2,IRF8,JUN,JUND,KLF1,KLF15,KLF3,KLF6,MAFF,MAZ,SP1,SP2,SP3,SP4,SP5,SRF,WT1,ZBT17	Igbp1
